Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,33/78,15/36,16/35,2/6,0/1,-
2024,2/9,2/6,0/3,-,-,-
2023,15/19,3/7,11/11,1/1,-,-
2022,4/17,4/7,0/8,0/2,-,-
2021,7/20,3/6,4/12,0/1,0/1,-
2020,2/3,-,1/1,1/2,-,-
2019,2/7,2/7,-,-,-,-
2018,1/3,1/3,-,-,-,-
