Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,63/49,52/38,11/7,0/4,-,-
2024,28/13,26/13,2/0,-,-,-
2023,21/19,14/14,7/4,0/1,-,-
2022,14/14,12/11,2/3,-,-,-
2020,0/1,-,-,0/1,-,-
2019,0/2,-,-,0/2,-,-
