Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,306/163,100/57,173/85,15/14,-,18/7
2024,39/29,25/17,14/10,0/1,-,0/1
2023,58/27,16/10,38/11,3/5,-,1/1
2022,33/25,9/7,19/14,3/3,-,2/1
2021,40/13,9/2,31/10,-,-,0/1
2020,10/4,8/2,2/2,-,-,-
2019,15/11,0/1,15/8,-,-,0/2
2018,44/19,10/6,27/11,3/2,-,4/0
2017,26/14,0/2,18/11,3/1,-,5/0
2016,34/15,22/8,7/6,0/1,-,5/0
2015,6/5,0/1,2/2,3/1,-,1/1
2013,1/1,1/1,-,-,-,-
