Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,66/57,33/35,26/9,7/13,-,-
2024,26/17,15/13,11/3,0/1,-,-
2023,20/21,6/11,10/5,4/5,-,-
2022,13/14,5/6,5/1,3/7,-,-
2021,7/5,7/5,-,-,-,-
