Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,180/102,1/2,178/97,-,-,1/3
2024,53/28,-,52/27,-,-,1/1
2023,55/34,1/2,54/30,-,-,0/2
2022,52/17,-,52/17,-,-,-
2021,4/4,-,4/4,-,-,-
2016,6/8,-,6/8,-,-,-
2015,3/5,-,3/5,-,-,-
2014,7/6,-,7/6,-,-,-
