Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,346/281,74/85,214/155,57/33,-,1/8
2024,31/23,3/5,27/15,1/1,-,0/2
2023,29/26,12/13,12/9,5/3,-,0/1
2022,33/33,15/14,17/14,0/1,-,1/4
2021,31/28,5/7,23/19,3/2,-,-
2020,26/30,6/3,18/25,2/2,-,-
2019,25/25,-,19/23,6/2,-,-
2018,30/25,0/7,24/13,6/4,-,0/1
2017,34/19,12/10,16/7,6/2,-,-
2016,40/23,9/8,21/12,10/3,-,-
2015,33/22,2/7,28/12,3/3,-,-
2014,19/11,0/1,9/6,10/4,-,-
2013,10/11,8/7,-,2/4,-,-
2012,5/5,2/3,-,3/2,-,-
