Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,45/66,4/16,41/50,-,-,-
2024,14/11,-,14/11,-,-,-
2023,5/13,0/2,5/11,-,-,-
2022,21/21,2/6,19/15,-,-,-
2021,1/2,1/2,-,-,-,-
2015,1/3,0/1,1/2,-,-,-
2014,1/2,0/1,1/1,-,-,-
2013,2/14,1/4,1/10,-,-,-
