Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,118/87,11/6,106/80,1/1,-,-
2024,1/3,1/2,0/1,-,-,-
2022,6/8,-,5/7,1/1,-,-
2021,3/3,-,3/3,-,-,-
2020,20/20,-,20/20,-,-,-
2019,38/20,2/2,36/18,-,-,-
2018,12/11,-,12/11,-,-,-
2016,5/6,-,5/6,-,-,-
2015,8/2,-,8/2,-,-,-
2014,7/3,-,7/3,-,-,-
2013,12/5,8/2,4/3,-,-,-
2012,3/3,-,3/3,-,-,-
2011,3/3,-,3/3,-,-,-
