Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,57/57,42/40,5/3,10/14,-,-
2024,1/6,0/3,-,1/3,-,-
2023,7/6,3/3,4/2,0/1,-,-
2022,1/1,1/1,-,-,-,-
2019,0/1,0/1,-,-,-,-
2016,3/3,3/3,-,-,-,-
2015,1/2,0/1,1/1,-,-,-
2014,1/1,-,-,1/1,-,-
2013,9/9,5/6,-,4/3,-,-
2012,24/14,20/10,-,4/4,-,-
2011,8/11,8/9,-,0/2,-,-
2010,2/1,2/1,-,-,-,-
2008,0/2,0/2,-,-,-,-
