Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,90/97,14/19,62/66,8/8,-,6/4
2024,12/18,7/8,4/8,1/2,-,-
2023,25/25,2/5,17/18,1/1,-,5/1
2022,32/28,-,25/20,6/5,-,1/3
2021,12/12,5/6,7/6,-,-,-
2020,7/4,-,7/4,-,-,-
2014,2/3,-,2/3,-,-,-
2013,0/6,-,0/6,-,-,-
2012,0/1,-,0/1,-,-,-
