Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,108/69,70/43,34/24,4/2,-,-
2024,34/19,24/11,6/7,4/1,-,-
2023,18/19,14/14,4/4,0/1,-,-
2022,21/7,14/4,7/3,-,-,-
2021,12/9,6/6,6/3,-,-,-
2020,3/1,-,3/1,-,-,-
2019,10/6,7/4,3/2,-,-,-
2018,5/4,-,5/4,-,-,-
2017,3/2,3/2,-,-,-,-
2016,2/2,2/2,-,-,-,-
