Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
01.11.2024,Oberleitner N.,2,,,,,,"['3', '1', '5', '1']","['4', '5']",[],[],[],1.44
01.11.2024,Zuk K.,0,,,,,,[],"['3', '1']",[],[],[],2.64
31.10.2024,Zuk K.,2,,,,,,"['2', '0', '7', '5']","['4', '2']",[],[],[],3.32
31.10.2024,Kravchenko G.,0,,,,,,"['1', '2']",[],[],[],[],1.29
30.10.2024,Zuk K.,2,,,,,,"['1', '0', '4', '1']","['2', '1', '4', '1']",[],[],[],1.07
30.10.2024,Bakonyi D.,0,,,,,,[],[],[],[],[],6.93
21.08.2024,Pieczkowski O.,2,,,,,,"['2', '0', '3', '1', '5', '1']",[],"['2', '0', '4', '0']",[],[],1.69
21.08.2024,Zuk K.,1,,,,,,"['1', '2']","['2', '0']",[],[],[],2.08
12.08.2024,Barroso Campos A.,2,,,,,,5,2,61%,79% (26/33),57% (12/21),75% (3/4),0 km/h,0 km/h,41% (14/34),50% (15/30),57% (4/7),70% (38/54),45% (29/64),57% (67/118),6,0,89% (8/9),40% (4/10),63% (12/19),"['2', '1']","['2', '1', '5', '2', '6', '3']",[],[],[],1.48
12.08.2024,Zuk K.,0,,,,,,4,7,53%,59% (20/34),50% (15/30),43% (3/7),0 km/h,0 km/h,21% (7/33),43% (9/21),25% (1/4),55% (35/64),30% (16/54),43% (51/118),4,3,60% (6/10),11% (1/9),37% (7/19),[],"['3', '5']",[],[],[],2.56
14.02.2024,Chidekh C.,2,,,,,,2,4,47%,89% (24/27),55% (17/31),75% (3/4),44% (17/39),44% (8/18),67% (4/6),71% (41/58),44% (25/57),57% (66/115),6,0,90% (9/10),40% (4/10),65% (13/20),"['3', '4', '6', '5']","['1', '0', '3', '0']",[],[],[],1.70
14.02.2024,Zuk K.,0,,,,,,5,1,68%,56% (22/39),56% (10/18),33% (2/6),11% (3/27),45% (14/31),25% (1/4),56% (32/57),29% (17/58),43% (49/115),4,0,60% (6/10),10% (1/10),35% (7/20),"['2', '0']",[],[],[],[],2.09
05.02.2024,Gray A.,2,,,,,,16,1,63%,84% (49/58),50% (17/34),50% (2/4),22% (15/69),54% (14/26),40% (2/5),72% (66/92),31% (29/95),51% (95/187),4,0,88% (14/16),13% (2/16),50% (16/32),[],"['4', '4']","['4', '3']",[],[],1.38
05.02.2024,Zuk K.,1,,,,,,9,2,73%,78% (54/69),46% (12/26),60% (3/5),16% (9/58),50% (17/34),50% (2/4),69% (66/95),28% (26/92),49% (92/187),6,0,88% (14/16),13% (2/16),50% (16/32),"['2', '1']","['4', '3']",[],[],[],2.93
04.02.2024,Zuk K.,2,,,,,,2,0,65%,60% (32/53),61% (17/28),50% (3/6),27% (12/44),56% (14/25),57% (4/7),60% (49/81),38% (26/69),50% (75/150),6,0,77% (10/13),33% (4/12),56% (14/25),[],"['3', '1', '5', '3']","['3', '2', '5', '2']",[],[],1.05
04.02.2024,Frydrych V.,1,,,,,,4,5,64%,73% (32/44),44% (11/25),43% (3/7),40% (21/53),39% (11/28),50% (3/6),62% (43/69),40% (32/81),50% (75/150),4,1,67% (8/12),23% (3/13),44% (11/25),"['2', '1', '5', '2']","['2', '3']",[],[],[],8.70
01.11.2023,Marterer M.,2,,,,,,13,5,70%,97% (38/39),59% (10/17),0% (0/0),23% (7/31),45% (13/29),33% (1/3),86% (48/56),33% (20/60),59% (68/116),100% (11/11),10% (1/10),57% (12/21),"['3', '1']",[],[],[],[],1.26
01.11.2023,Zuk K.,0,,,,,,5,3,52%,77% (24/31),55% (16/29),67% (2/3),3% (1/39),41% (7/17),0% (0/0),67% (40/60),14% (8/56),41% (48/116),90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],3.63
31.10.2023,Zuk K.,2,,,,,,5,3,63%,82% (45/55),50% (16/32),100% (7/7),25% (14/56),46% (12/26),14% (1/7),70% (61/87),32% (26/82),51% (87/169),100% (11/11),9% (1/11),55% (12/22),[],"['5', '4']",[],[],[],1.69
31.10.2023,Andreev A.,0,,,,,,11,2,68%,75% (42/56),54% (14/26),86% (6/7),18% (10/55),50% (16/32),0% (0/7),68% (56/82),30% (26/87),49% (82/169),91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],2.11
30.10.2023,Zuk K.,2,,,,,,10,4,54%,75% (41/55),63% (29/46),90% (9/10),18% (10/57),59% (17/29),22% (2/9),69% (70/101),31% (27/86),52% (97/187),94% (15/16),13% (2/15),55% (17/31),[],"['6', '4']","['3', '1']",[],[],2.52
30.10.2023,Vesely J.,1,,,,,,17,6,66%,82% (47/57),41% (12/29),78% (7/9),25% (14/55),37% (17/46),10% (1/10),69% (59/86),31% (31/101),48% (90/187),87% (13/15),6% (1/16),45% (14/31),"['6', '5']",[],[],[],[],1.49
29.10.2023,Zuk K.,2,,,,,,8,3,57%,79% (31/39),70% (21/30),100% (1/1),16% (6/38),54% (13/24),50% (1/2),75% (52/69),31% (19/62),54% (71/131),100% (11/11),10% (1/10),57% (12/21),[],"['2', '0']",[],[],[],1.76
29.10.2023,Nouza P.,0,,,,,,10,5,61%,84% (32/38),46% (11/24),50% (1/2),21% (8/39),30% (9/30),0% (0/1),69% (43/62),25% (17/69),46% (60/131),90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],1.98
23.10.2023,Lajal M.,2,,,,,,7,1,75%,74% (32/43),50% (7/14),50% (1/2),37% (15/41),50% (13/26),43% (3/7),68% (39/57),41% (26/63),54% (65/120),90% (9/10),33% (3/9),63% (12/19),"['5', '3']","['1', '0', '4', '3']",[],[],[],1.41
23.10.2023,Zuk K.,0,,,,,,4,3,61%,63% (26/41),50% (13/26),57% (4/7),26% (11/43),50% (7/14),50% (1/2),59% (37/63),32% (18/57),46% (55/120),67% (6/9),10% (1/10),37% (7/19),[],"['1', '1']",[],[],[],2.78
09.10.2023,Marchenko I.,2,,,,,,4,1,66%,84% (37/44),52% (12/23),50% (1/2),35% (19/55),55% (16/29),38% (3/8),73% (49/67),42% (35/84),56% (84/151),92% (11/12),25% (3/12),58% (14/24),"['6', '5']","['1', '2', '6', '5']",[],[],[],1.74
09.10.2023,Zuk K.,0,,,,,,4,0,65%,65% (36/55),45% (13/29),63% (5/8),16% (7/44),48% (11/23),50% (1/2),58% (49/84),27% (18/67),44% (67/151),75% (9/12),8% (1/12),42% (10/24),[],"['2', '0']",[],[],[],2.01
08.10.2023,Zuk K.,2,,,,,,8,2,62%,78% (35/45),54% (15/28),60% (3/5),35% (20/57),52% (17/33),38% (3/8),68% (50/73),41% (37/90),53% (87/163),83% (10/12),25% (3/12),54% (13/24),"['3', '2', '6', '5']","['4', '5']",[],[],[],1.47
08.10.2023,Topo M.,0,,,,,,5,6,63%,65% (37/57),48% (16/33),63% (5/8),22% (10/45),46% (13/28),40% (2/5),59% (53/90),32% (23/73),47% (76/163),75% (9/12),17% (2/12),46% (11/24),"['3', '3']","['5', '3']",[],[],[],2.57
12.09.2023,Barrere G.,2,,,,,,5,0,64%,97% (28/29),44% (7/16),100% (2/2),39% (12/31),67% (12/18),80% (4/5),78% (35/45),49% (24/49),63% (59/94),100% (8/8),50% (4/8),75% (12/16),"['4', '2']","['1', '0', '3', '0', '6', '1']",[],[],[],1.39
