Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,56/45,0/1,47/35,7/7,2/2,-
2024,14/6,0/1,14/5,-,-,-
2023,15/22,-,8/15,5/5,2/2,-
2022,19/12,-,17/10,2/2,-,-
2021,8/5,-,8/5,-,-,-
