Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,65/73,35/51,29/20,1/2,-,-
2024,16/11,6/5,10/6,-,-,-
2023,22/21,5/10,16/10,1/1,-,-
2022,21/26,18/23,3/3,-,-,-
2021,5/9,5/9,-,-,-,-
2020,0/1,0/1,-,-,-,-
2019,1/3,1/3,-,-,-,-
2016,0/2,-,0/1,0/1,-,-
