Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,137/99,73/62,54/27,10/10,-,-
2024,14/15,3/7,9/6,2/2,-,-
2023,31/26,24/21,7/4,0/1,-,-
2022,32/28,23/24,9/3,0/1,-,-
2021,26/14,17/7,9/7,-,-,-
2020,10/4,-,10/4,-,-,-
2019,11/6,6/2,2/1,3/3,-,-
2018,13/6,0/1,8/2,5/3,-,-
