Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,294/223,158/123,61/51,40/35,-,35/14
2024,27/18,15/13,-,0/1,-,12/4
2023,46/34,23/19,10/4,13/11,-,-
2022,53/38,21/17,3/4,21/14,-,8/3
2021,72/40,41/24,16/7,0/2,-,15/7
2020,31/30,18/8,13/22,-,-,-
2019,21/19,14/13,7/5,0/1,-,-
2018,21/24,10/14,7/5,4/5,-,-
2017,21/15,16/11,5/4,-,-,-
2016,2/1,-,-,2/1,-,-
2015,0/2,0/2,-,-,-,-
2014,0/2,0/2,-,-,-,-
