Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/51,15/27,13/18,6/6,-,-
2024,11/16,5/7,4/7,2/2,-,-
2023,12/18,3/6,9/11,0/1,-,-
2022,8/16,7/14,-,1/2,-,-
2021,3/1,-,-,3/1,-,-
