Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,256/175,177/109,45/38,33/22,1/6,-
2024,17/30,6/12,5/10,5/3,1/5,-
2023,47/35,19/13,16/15,12/6,0/1,-
2022,52/36,43/26,2/4,7/6,-,-
2021,49/27,33/17,8/4,8/6,-,-
2020,25/11,12/7,13/4,-,-,-
2019,32/22,30/20,1/1,1/1,-,-
2018,30/12,30/12,-,-,-,-
2017,4/2,4/2,-,-,-,-
