Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Metz (France),hard,header
05.11. 22:40,Bautista-Agut R.,0,6^3,3,,,,3,2,73%,63% (34/54),50% (10/20),63% (5/8),19% (8/43),52% (13/25),100% (2/2),17,19,40% (2/5),59% (44/74),31% (21/68),46% (65/142),5,0,70% (7/10),18% (2/11),43% (9/21),"['2', '0']","['1', '0']",[],[],[],2.14
05.11. 22:40,Bonzi B.,2,7^7,6,,,,9,3,63%,81% (35/43),48% (12/25),0% (0/2),37% (20/54),50% (10/20),38% (3/8),44,40,82% (18/22),69% (47/68),41% (30/74),54% (77/142),5,0,82% (9/11),30% (3/10),57% (12/21),"['1', '2']","['1', '1', '3', '1']",[],[],[],1.72
ATP - SINGLES :  Basel (Switzerland),hard,header
24.10. 20:35,Bautista-Agut R.,0,3,6^4,,,,2,4,78%,63% (39/62),33% (6/18),75% (6/8),21% (8/39),37% (10/27),50% (1/2),7,22,67% (6/9),56% (45/80),27% (18/66),43% (63/146),3,0,80% (8/10),9% (1/11),43% (9/21),[],"['3', '3']",[],[],[],2.22
24.10. 20:35,Shapovalov D.,2,6,7^7,,,,18,2,59%,79% (31/39),63% (17/27),50% (1/2),37% (23/62),67% (12/18),25% (2/8),45,39,82% (9/11),73% (48/66),44% (35/80),57% (83/146),7,0,91% (10/11),20% (2/10),57% (12/21),"['2', '0']","['2', '1']",[],[],[],1.68
23.10. 19:20,Bautista-Agut R.,2,6,3,6,,,5,0,72%,80% (41/51),70% (14/20),75% (3/4),18% (9/51),64% (23/36),33% (2/6),27,19,86% (18/21),77% (55/71),37% (32/87),55% (87/158),6,0,93% (13/14),15% (2/13),56% (15/27),"['4', '2']",[],"['4', '2']",[],[],2.67
23.10. 19:20,Ruud C.,1,3,6,3,,,11,5,59%,82% (42/51),36% (13/36),67% (4/6),20% (10/51),30% (6/20),25% (1/4),34,36,79% (11/14),63% (55/87),23% (16/71),45% (71/158),4,0,85% (11/13),7% (1/14),44% (12/27),[],"['5', '3']",[],[],[],1.48
ATP - SINGLES :  Antwerp (Belgium),hard,header
20.10. 20:10,Bautista-Agut R.,2,7,6,,,,1,1,76%,79% (30/38),75% (9/12),50% (1/2),39% (16/41),69% (11/16),67% (4/6),17,5,83% (5/6),78% (39/50),47% (27/57),62% (66/107),8,0,90% (9/10),44% (4/9),68% (13/19),"['3', '1', '7', '5']","['2', '0', '5', '1']",[],[],[],3.20
20.10. 20:10,Lehecka J.,0,5,1,,,,12,2,72%,61% (25/41),31% (5/16),33% (2/6),21% (8/38),25% (3/12),50% (1/2),21,15,50% (6/12),53% (30/57),22% (11/50),38% (41/107),2,0,56% (5/9),10% (1/10),32% (6/19),"['4', '5']",[],[],[],[],1.36
19.10. 19:10,Bautista-Agut R.,2,6,6,,,,1,0,62%,76% (25/33),75% (15/20),0% (0/0),33% (13/40),48% (12/25),22% (2/9),21,19,53% (8/15),75% (40/53),38% (25/65),55% (65/118),5,0,100% (10/10),22% (2/9),63% (12/19),"['3', '1']","['2', '1']",[],[],[],1.43
19.10. 19:10,Gaston H.,0,3,4,,,,5,2,62%,68% (27/40),52% (13/25),78% (7/9),24% (8/33),25% (5/20),0% (0/0),26,30,42% (5/12),62% (40/65),25% (13/53),45% (53/118),5,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.86
18.10. 17:40,Bautista-Agut R.,2,3,6,7^8,,,2,5,63%,67% (43/64),53% (20/38),67% (4/6),31% (22/71),54% (20/37),27% (3/11),21,29,56% (9/16),62% (63/102),39% (42/108),50% (105/210),5,0,86% (12/14),20% (3/15),52% (15/29),[],"['2', '0', '6', '2']","['5', '3']",[],[],3.20
18.10. 17:40,Auger-Aliassime F.,1,6,2,6^6,,,19,5,66%,69% (49/71),46% (17/37),73% (8/11),33% (21/64),47% (18/38),33% (2/6),41,58,44% (8/18),61% (66/108),38% (39/102),50% (105/210),5,3,80% (12/15),14% (2/14),48% (14/29),"['4', '2']",[],"['4', '5']",[],[],1.36
16.10. 15:40,Bautista-Agut R.,2,7^7,6,,,,2,0,67%,89% (34/38),63% (12/19),0% (0/1),17% (7/42),66% (21/32),50% (2/4),18,13,67% (6/9),81% (46/57),38% (28/74),56% (74/131),6,0,91% (10/11),18% (2/11),55% (12/22),"['3', '1']","['3', '2']",[],[],[],2.12
16.10. 15:40,Etcheverry T. M.,0,6^2,4,,,,17,2,57%,83% (35/42),34% (11/32),50% (2/4),11% (4/38),37% (7/19),100% (1/1),29,33,55% (6/11),62% (46/74),19% (11/57),44% (57/131),4,0,82% (9/11),9% (1/11),45% (10/22),"['3', '4']",[],[],[],[],1.74
15.10. 17:45,Bautista-Agut R.,2,6,6,,,,5,0,75%,81% (29/36),50% (6/12),100% (3/3),38% (8/21),60% (12/20),57% (4/7),19,15,75% (9/12),73% (35/48),49% (20/41),62% (55/89),8,0,100% (8/8),57% (4/7),80% (12/15),"['4', '2', '6', '2']","['3', '1', '5', '1']",[],[],[],1.89
15.10. 17:45,van Assche L.,0,2,1,,,,2,1,51%,62% (13/21),40% (8/20),43% (3/7),19% (7/36),50% (6/12),0% (0/3),10,12,43% (3/7),51% (21/41),27% (13/48),38% (34/89),2,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],1.91
ATP - SINGLES :  Shanghai (China),hard,header
02.10. 12:05,Bautista-Agut R.,1,6,3,2,,,2,2,69%,59% (39/66),40% (12/30),64% (9/14),27% (16/59),64% (18/28),60% (3/5),27,57,68% (19/28),53% (51/96),39% (34/87),46% (85/183),3,1,62% (8/13),23% (3/13),42% (11/26),"['3', '1', '5', '3']","['1', '0']",[],[],[],1.50
02.10. 12:05,Carballes Baena R.,2,3,6,6,,,6,2,68%,73% (43/59),36% (10/28),40% (2/5),41% (27/66),60% (18/30),36% (5/14),28,31,100% (4/4),61% (53/87),47% (45/96),54% (98/183),7,0,77% (10/13),38% (5/13),58% (15/26),"['3', '4']","['1', '1', '4', '2']","['3', '2', '5', '2']",[],[],2.64
ATP - SINGLES :  Beijing (China),hard,header
28.09. 10:15,Bautista-Agut R.,1,6,2,1,,,3,2,66%,65% (28/43),59% (13/22),33% (2/6),17% (6/36),38% (13/34),17% (1/6),10,38,100% (3/3),64% (41/64),27% (19/70),45% (60/134),3,2,67% (8/12),8% (1/12),38% (9/24),"['3', '1']",[],[],[],[],2.44
28.09. 10:15,Lehecka J.,2,3,6,6,,,12,1,51%,83% (30/36),62% (21/34),83% (5/6),33% (14/43),41% (9/22),67% (4/6),26,37,78% (7/9),73% (51/70),36% (23/64),55% (74/134),7,0,92% (11/12),33% (4/12),63% (15/24),[],"['3', '1', '6', '2']","['2', '0', '5', '1']",[],[],1.57
27.09. 10:35,Bautista-Agut R.,2,6,6,,,,5,2,71%,76% (34/45),61% (11/18),100% (5/5),16% (4/25),47% (9/19),50% (2/4),11,6,50% (1/2),71% (45/63),30% (13/44),54% (58/107),4,0,100% (10/10),22% (2/9),63% (12/19),"['5', '3']","['4', '3']",[],[],[],1.72
27.09. 10:35,Rinderknech A.,0,3,4,,,,6,3,57%,84% (21/25),53% (10/19),50% (2/4),24% (11/45),39% (7/18),0% (0/5),22,20,100% (4/4),70% (31/44),29% (18/63),46% (49/107),6,1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.13
ATP - SINGLES :  Beijing (China) - Qualification,hard,header
25.09. 12:00,Bautista-Agut R.,2,7,3,6,,,1,2,69%,64% (49/76),53% (18/34),67% (8/12),33% (21/64),55% (27/49),50% (5/10),17,25,39% (7/18),61% (67/110),42% (48/113),52% (115/223),6,0,73% (11/15),31% (5/16),52% (16/31),"['1', '2', '6', '5']","['1', '4']","['4', '2', '6', '4']",[],[],2.57
25.09. 12:00,Safiullin R.,1,5,6,4,,,12,10,57%,67% (43/64),45% (22/49),50% (5/10),36% (27/76),47% (16/34),33% (4/12),47,30,75% (12/16),58% (65/113),39% (43/110),48% (108/223),4,1,69% (11/16),27% (4/15),48% (15/31),"['2', '0']","['2', '0', '4', '0']","['3', '4']",[],[],1.52
24.09. 12:15,Bautista-Agut R.,2,5,7^7,6,,,5,5,57%,66% (38/58),43% (19/44),29% (2/7),26% (15/58),67% (33/49),43% (6/14),14,40,86% (6/7),56% (57/102),45% (48/107),50% (105/209),8,0,69% (11/16),35% (6/17),52% (17/33),"['1', '1']","['3', '3', '5', '3']","['1', '0', '4', '3', '6', '3']",[],[],1.44
24.09. 12:15,Harris B.,1,7,6^5,3,,,9,6,54%,74% (43/58),33% (16/49),57% (8/14),34% (20/58),57% (25/44),71% (5/7),39,72,78% (7/9),55% (59/107),44% (45/102),50% (104/209),2,0,65% (11/17),31% (5/16),48% (16/33),"['1', '0', '6', '5']","['1', '0', '4', '5']","['2', '2']",[],[],2.66
ATP - SINGLES :  Davis Cup - World Group (World),-,header
13.09. 19:45,Bautista-Agut R.,2,2,7,6,,,4,1,70%,62% (54/87),47% (18/38),73% (11/15),23% (11/47),59% (19/32),40% (4/10),16,30,50% (2/4),58% (72/125),38% (30/79),50% (102/204),9,0,73% (11/15),29% (4/14),52% (15/29),"['1', '1']","['5', '5', '7', '5']","['5', '3']",[],[],0
13.09. 19:45,Fils A.,1,6,5,3,,,13,4,59%,77% (36/47),41% (13/32),60% (6/10),38% (33/87),53% (20/38),27% (4/15),50,64,17% (1/6),62% (49/79),42% (53/125),50% (102/204),1,0,71% (10/14),27% (4/15),48% (14/29),"['1', '0', '2', '1', '5', '2']","['2', '1']",[],[],[],0
11.09. 19:45,Bautista-Agut R.,2,7^7,6,,,,5,0,71%,72% (36/50),55% (11/20),50% (2/4),24% (10/42),66% (19/29),38% (3/8),12,10,0% (0/11),67% (47/70),41% (29/71),54% (76/141),5,0,82% (9/11),27% (3/11),55% (12/22),"['2', '2']","['2', '1', '5', '2']",[],[],[],0
11.09. 19:45,Lehecka J.,0,6^1,4,,,,10,2,59%,76% (32/42),34% (10/29),63% (5/8),28% (14/50),45% (9/20),50% (2/4),29,27,0% (0/24),59% (42/71),33% (23/70),46% (65/141),5,2,73% (8/11),18% (2/11),45% (10/22),"['1', '0']","['3', '5']",[],[],[],0
ATP - SINGLES :  US Open (USA),hard,header
29.08. 01:40,Bautista-Agut R.,0,3,4,4,,,1,4,55%,63% (31/49),55% (22/40),70% (7/10),17% (9/53),34% (10/29),0% (0/2),13,22,76% (13/17),60% (53/89),23% (19/82),42% (72/171),2,0,79% (11/14),0% (0/15),38% (11/29),2604,[],[],[],[],[],5.16
29.08. 01:40,Shelton B.,3,6,6,6,,,17,2,65%,83% (44/53),66% (19/29),100% (2/2),37% (18/49),45% (18/40),30% (3/10),60,27,75% (21/28),77% (63/82),40% (36/89),58% (99/171),8,0,100% (15/15),21% (3/14),62% (18/29),2772,"['5', '3']","['4', '3']","['5', '4']",[],[],1.17
26.08. 20:40,Bautista-Agut R.,3,7,7^7,7^7,,,10,12,49%,76% (51/67),45% (31/69),64% (9/14),29% (19/65),58% (34/59),55% (6/11),39,43,74% (14/19),60% (82/136),44% (54/124),52% (136/260),6,0,72% (13/18),33% (6/18),53% (19/36),"['2', '0', '7', '5']","['3', '1', '6', '6']","['1', '0', '4', '5']",[],[],1.23
26.08. 20:40,Nardi L.,0,5,6^3,6^5,,,5,11,52%,69% (45/65),42% (25/59),45% (5/11),22% (15/67),55% (38/69),36% (5/14),42,45,67% (8/12),56% (70/124),40% (54/136),48% (124/260),4,1,67% (12/18),28% (5/18),47% (17/36),"['2', '3']","['3', '4', '6', '5']","['2', '2', '4', '2']",[],[],4.34
ATP - SINGLES :  Cincinnati (USA) - Qualification,hard,header
11.08. 22:40,Bautista-Agut R.,1,7^7,3,5,,,4,8,58%,70% (43/61),60% (27/45),67% (6/9),25% (18/71),52% (24/46),14% (1/7),21,23,74% (17/23),66% (70/106),36% (41/115),50% (111/221),2,0,81% (13/16),6% (1/17),42% (14/33),[],[],"['4', '4']",[],[],1.65
11.08. 22:40,Cazaux A.,2,6^0,6,7,,,17,3,61%,75% (53/71),48% (22/46),86% (6/7),30% (18/61),40% (18/45),33% (3/9),40,29,40% (8/20),64% (74/115),34% (36/106),50% (110/221),8,0,94% (16/17),19% (3/16),58% (19/33),[],"['4', '2']","['2', '1', '6', '5']",[],[],2.25
ATP - SINGLES :  Montreal (Canada),hard,header
