Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER WOMEN - SINGLES :  Ljubljana (Slovenia),clay,header
15.09. 17:10,Parrizas-Diaz N.,0,6^8,4,,,,0,0,79%,54% (46/85),45% (10/22),75% (12/16),43% (29/67),41% (11/27),27% (3/11),5,52% (56/107),43% (40/94),48% (96/201),3,64% (7/11),27% (3/11),45% (10/22),"['2', '3', '6', '5']","['2', '2']",[],[],[],1.65
15.09. 17:10,Teichmann J.,2,7^10,6,,,,2,3,71%,57% (38/67),59% (16/27),73% (8/11),46% (39/85),55% (12/22),25% (4/16),8,57% (54/94),48% (51/107),52% (105/201),4,73% (8/11),36% (4/11),55% (12/22),"['2', '0', '6', '6']","['1', '0', '5', '4']",[],[],[],2.25
14.09. 14:40,Parrizas-Diaz N.,2,7,6,,,,1,0,77%,60% (37/62),53% (10/19),70% (7/10),43% (20/47),59% (13/22),50% (5/10),8,58% (47/81),48% (33/69),53% (80/150),4,73% (8/11),45% (5/11),59% (13/22),"['1', '2', '6', '5']","['2', '3', '3', '4', '5', '4']",[],[],[],2.42
14.09. 14:40,Danilovic O.,0,5,4,,,,5,5,68%,57% (27/47),41% (9/22),50% (5/10),40% (25/62),47% (9/19),30% (3/10),6,52% (36/69),42% (34/81),47% (70/150),3,55% (6/11),27% (3/11),41% (9/22),"['2', '0']","['2', '0', '4', '2']",[],[],[],1.57
13.09. 17:35,Parrizas-Diaz N.,2,6,7,,,,1,0,84%,67% (32/48),44% (4/9),71% (5/7),54% (22/41),61% (11/18),75% (6/8),9,63% (36/57),56% (33/59),59% (69/116),6,78% (7/9),60% (6/10),68% (13/19),"['2', '1', '4', '1', '6', '1']","['2', '2', '4', '4', '7', '5']",[],[],[],1.33
13.09. 17:35,Brancaccio N.,0,1,5,,,,2,3,69%,46% (19/41),39% (7/18),25% (2/8),33% (16/48),56% (5/9),29% (2/7),5,44% (26/59),37% (21/57),41% (47/116),2,40% (4/10),22% (2/9),32% (6/19),[],"['1', '0', '4', '3']",[],[],[],3.19
11.09. 17:45,Parrizas-Diaz N.,2,6,6,,,,2,1,64%,83% (19/23),62% (8/13),100% (1/1),59% (23/39),59% (10/17),50% (6/12),7,75% (27/36),59% (33/56),65% (60/92),6,100% (6/6),86% (6/7),92% (12/13),"['1', '0', '3', '0', '5', '0']","['2', '1', '4', '1', '6', '1']",[],[],[],1.18
11.09. 17:45,Oz I.,0,0,1,,,,1,2,70%,41% (16/39),41% (7/17),50% (6/12),17% (4/23),38% (5/13),0% (0/1),3,41% (23/56),25% (9/36),35% (32/92),1,14% (1/7),0% (0/6),8% (1/13),[],[],[],[],[],4.55
10.09. 16:05,Parrizas-Diaz N.,2,6,6,,,,0,1,70%,69% (31/45),58% (11/19),100% (7/7),41% (14/34),50% (11/22),60% (3/5),5,66% (42/64),45% (25/56),56% (67/120),3,100% (9/9),38% (3/8),71% (12/17),"['2', '0', '5', '1']","['5', '4']",[],[],[],1.32
10.09. 16:05,Hruncakova V.,0,1,4,,,,0,6,61%,59% (20/34),50% (11/22),40% (2/5),31% (14/45),42% (8/19),0% (0/7),5,55% (31/56),34% (22/64),44% (53/120),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],3.46
