Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,47/50,10/10,19/21,17/18,1/1,-
2024,4/5,1/2,2/1,1/2,-,-
2023,21/27,-,12/15,8/11,1/1,-
2022,7/1,-,-,7/1,-,-
2021,2/2,2/1,-,0/1,-,-
2019,0/1,0/1,-,-,-,-
2018,6/6,2/2,4/4,-,-,-
2017,5/6,3/3,1/1,1/2,-,-
2016,2/2,2/1,-,0/1,-,-
