Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,30/23,12/6,17/16,-,-,1/1
2024,12/8,6/2,6/6,-,-,-
2023,17/11,6/4,10/6,-,-,1/1
2022,1/3,-,1/3,-,-,-
2018,0/1,-,0/1,-,-,-
