Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,128/132,49/63,71/60,8/9,-,-
2024,8/12,2/2,4/8,2/2,-,-
2023,34/18,-,30/16,4/2,-,-
2022,12/16,1/1,9/10,2/5,-,-
2021,8/10,3/5,5/5,-,-,-
2020,1/1,-,1/1,-,-,-
2019,11/13,8/9,3/4,-,-,-
2018,19/20,4/7,15/13,-,-,-
2017,7/18,7/18,-,-,-,-
2016,26/22,22/19,4/3,-,-,-
2015,2/2,2/2,-,-,-,-
