Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,79/63,11/11,68/52,-,-,-
2024,6/11,1/2,5/9,-,-,-
2023,11/16,0/1,11/15,-,-,-
2022,42/19,-,42/19,-,-,-
2019,10/5,6/2,4/3,-,-,-
2018,5/6,3/3,2/3,-,-,-
2017,5/5,1/2,4/3,-,-,-
2016,0/1,0/1,-,-,-,-
