Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,35/23,21/13,12/6,2/4,-,-
2023,13/5,1/1,12/4,-,-,-
2022,2/3,2/2,0/1,-,-,-
2019,0/1,-,0/1,-,-,-
2018,1/2,1/1,-,0/1,-,-
2017,17/7,17/7,-,-,-,-
2016,0/4,0/2,-,0/2,-,-
2015,2/1,-,-,2/1,-,-
