Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,193/114,166/92,24/16,0/1,3/5,-
2024,40/24,37/15,1/6,-,2/3,-
2023,54/33,51/29,3/3,-,0/1,-
2022,38/26,38/25,0/1,-,-,-
2021,48/19,27/12,20/6,-,1/1,-
2020,8/9,8/8,-,0/1,-,-
2019,5/3,5/3,-,-,-,-
