Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,129/129,103/99,25/28,-,-,1/2
2024,2/9,2/8,0/1,-,-,-
2023,20/23,16/17,3/6,-,-,1/0
2022,26/23,25/21,1/1,-,-,0/1
2021,25/21,13/12,12/8,-,-,0/1
2020,3/6,1/4,2/2,-,-,-
2019,27/30,23/24,4/6,-,-,-
2018,23/14,20/11,3/3,-,-,-
2014,1/2,1/1,0/1,-,-,-
2012,2/1,2/1,-,-,-,-
