Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,98/98,14/17,79/74,4/4,1/3,-
2024,25/25,2/4,23/20,0/1,-,-
2023,22/26,-,21/24,-,1/2,-
2022,19/18,-,17/15,2/2,0/1,-
2021,11/10,3/6,8/4,-,-,-
2020,3/6,1/3,2/3,-,-,-
2019,17/12,8/4,7/7,2/1,-,-
2018,1/1,-,1/1,-,-,-
