Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,282/197,148/90,132/99,2/4,0/4,-
2024,17/13,13/10,4/3,-,-,-
2023,23/12,3/6,18/5,2/1,-,-
2022,10/11,4/7,6/4,-,-,-
2021,16/16,12/9,4/6,-,0/1,-
2020,1/7,0/2,1/5,-,-,-
2019,38/28,29/14,9/13,-,0/1,-
2018,41/23,23/8,18/15,-,-,-
2017,15/10,1/1,14/9,-,-,-
2015,16/14,16/11,0/2,-,0/1,-
2014,25/19,19/11,6/6,0/1,0/1,-
2013,42/22,13/5,29/17,-,-,-
2012,26/16,10/4,16/10,0/2,-,-
2011,12/6,5/2,7/4,-,-,-
