Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,66/50,21/20,23/17,17/9,-,5/4
2024,15/16,7/10,6/4,0/1,-,2/1
2023,26/23,6/7,12/11,8/5,-,-
2022,20/10,3/2,5/2,9/3,-,3/3
2021,5/1,5/1,-,-,-,-
