Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,141/101,58/45,58/33,25/23,-,-
2024,16/15,8/7,3/2,5/6,-,-
2023,44/30,14/14,19/10,11/6,-,-
2022,42/30,19/14,20/12,3/4,-,-
2021,37/24,17/10,16/9,4/5,-,-
2020,2/2,-,-,2/2,-,-
