Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,235/187,123/105,83/53,29/29,-,-
2024,21/17,19/12,1/2,1/3,-,-
2023,36/33,20/21,16/8,0/4,-,-
2022,32/32,19/20,4/6,9/6,-,-
2021,32/27,12/14,16/9,4/4,-,-
2020,13/10,4/4,5/3,4/3,-,-
2019,37/27,23/14,10/9,4/4,-,-
2018,51/24,17/9,28/12,6/3,-,-
2017,3/5,2/3,-,1/2,-,-
2015,0/1,0/1,-,-,-,-
2014,1/1,1/1,-,-,-,-
2013,2/2,-,2/2,-,-,-
2012,7/8,6/6,1/2,-,-,-
