Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,72/66,58/51,13/13,1/2,-,-
2024,15/14,15/14,-,-,-,-
2023,28/21,26/15,1/5,1/1,-,-
2022,24/21,17/16,7/5,-,-,-
2021,5/5,0/3,5/2,-,-,-
2020,0/2,0/1,0/1,-,-,-
2019,0/3,0/2,-,0/1,-,-
