Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,209/133,41/43,124/65,41/23,3/2,-
2024,34/24,2/3,17/11,12/8,3/2,-
2023,52/30,7/8,30/17,15/5,-,-
2022,35/27,13/12,15/10,7/5,-,-
2021,41/25,11/9,25/12,5/4,-,-
2020,20/8,0/1,20/7,-,-,-
2019,18/12,4/5,12/6,2/1,-,-
2018,0/1,0/1,-,-,-,-
2017,9/6,4/4,5/2,-,-,-
