Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF WOMEN - SINGLES :  W50 La Marsa 2 (Tunisia),hard,header
ITF WOMEN - SINGLES :  W50 La Marsa (Tunisia),hard,header
ITF WOMEN - SINGLES :  W35 Istanbul (Turkey),hard,header
ITF WOMEN - SINGLES :  W50 La Marsa 2 (Tunisia),hard,header
ITF WOMEN - SINGLES :  W50 La Marsa (Tunisia),hard,header
ITF WOMEN - SINGLES :  W35 Istanbul (Turkey),hard,header
29.10.2024,Zolotareva A.,2,4,6,6,,,['-'],['-'],['-'],['-'],['-'],0
29.10.2024,Stankovic A.,1,6,2,1,,,['-'],['-'],['-'],['-'],['-'],0
ITF WOMEN - SINGLES :  W35 Kayseri (Turkey),hard,header
ITF WOMEN - SINGLES :  W50 Kayseri (Turkey),hard,header
ITF WOMEN - SINGLES :  W35 Leme (Brazil),clay,header
10.09.2024,Zolotareva A.,1,4,7^8,3,,,['-'],['-'],['-'],['-'],['-'],1.50
10.09.2024,Rocchetti S.,2,6,6^6,6,,,['-'],['-'],['-'],['-'],['-'],2.47
ITF WOMEN - SINGLES :  W35 Piracicaba (Brazil),clay,header
ITF WOMEN - SINGLES :  W35 Sao Paulo (Brazil),clay,header
29.08.2024,Zolotareva A.,1,4,7^7,1,,,['-'],['-'],['-'],['-'],['-'],1.75
29.08.2024,Zantedeschi A.,2,6,6^1,6,,,['-'],['-'],['-'],['-'],['-'],1.98
ITF WOMEN - SINGLES :  W35 Vrnjacka Banja (Serbia),clay,header
22.08.2024,Zolotareva A.,0,1,4,,,,['-'],['-'],['-'],['-'],['-'],2.30
22.08.2024,Senic N.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.57
ITF WOMEN - SINGLES :  W75 Kursumlijska Banja (Serbia),clay,header
ITF WOMEN - SINGLES :  W35 Astana (Kazakhstan),hard,header
ITF WOMEN - SINGLES :  W35 Hong Kong (Hong Kong),hard,header
04.07.2024,Zolotareva A.,0,3,3,,,,['-'],['-'],['-'],['-'],['-'],1.80
04.07.2024,Kaji H.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.92
03.07.2024,Zolotareva A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.17
03.07.2024,Wu Ho C.,0,4,4,,,,['-'],['-'],['-'],['-'],['-'],4.66
ITF WOMEN - SINGLES :  W15 Hong Kong (Hong Kong),hard,header
29.06.2024,Zolotareva A.,0,3,1,,,,['-'],['-'],['-'],['-'],['-'],1.61
29.06.2024,Nugroho P. M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],2.22
28.06.2024,Zolotareva A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.41
28.06.2024,Kovaleva A.,0,3,2,,,,['-'],['-'],['-'],['-'],['-'],2.75
27.06.2024,Zolotareva A.,2,6,7^7,,,,['-'],['-'],['-'],['-'],['-'],1.11
27.06.2024,Dang Y.,0,4,6^3,,,,['-'],['-'],['-'],['-'],['-'],5.77
25.06.2024,Zolotareva A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.08
25.06.2024,Eto N.,0,2,2,,,,['-'],['-'],['-'],['-'],['-'],6.74
ITF WOMEN - SINGLES :  W35 Luzhou (China),hard,header
23.06.2024,Zolotareva A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],2.02
23.06.2024,Yao X.,0,2,4,,,,['-'],['-'],['-'],['-'],['-'],1.72
22.06.2024,Zolotareva A.,2,6,7,,,,['-'],['-'],['-'],['-'],['-'],1.37
22.06.2024,Morvayova V.,0,2,5,,,,['-'],['-'],['-'],['-'],['-'],2.92
21.06.2024,Zolotareva A.,2,7^7,6,,,,['-'],['-'],['-'],['-'],['-'],2.45
21.06.2024,Prozorova T.,0,6^5,4,,,,['-'],['-'],['-'],['-'],['-'],1.51
20.06.2024,Zolotareva A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.31
20.06.2024,Li Ji.,0,1,1,,,,['-'],['-'],['-'],['-'],['-'],3.24
19.06.2024,Zolotareva A.,2,6,3,6,,,['-'],['-'],['-'],['-'],['-'],3.18
19.06.2024,Shi H.,1,3,6,4,,,['-'],['-'],['-'],['-'],['-'],1.32
ITF WOMEN - SINGLES :  W50 Taizhou (China),hard,header
ITF WOMEN - SINGLES :  W50 Lopota 2 (Georgia),hard,header
ITF WOMEN - SINGLES :  W50 Lopota (Georgia),hard,header
ITF WOMEN - SINGLES :  W15 Antalya 9 (Turkey),clay,header
12.04.2024,Zolotareva A.,1,7^7,6^2,3,,,['-'],['-'],['-'],['-'],['-'],1.30
12.04.2024,Yoruk I.,2,6^5,7^7,6,,,['-'],['-'],['-'],['-'],['-'],3.34
11.04.2024,Zolotareva A.,2,6^9,6,7,,,['-'],['-'],['-'],['-'],['-'],0
11.04.2024,Sevcikova L.,1,7^11,2,5,,,['-'],['-'],['-'],['-'],['-'],0
10.04.2024,Zolotareva A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.09
10.04.2024,Dessolis B.,0,2,0,,,,['-'],['-'],['-'],['-'],['-'],6.42
ITF WOMEN - SINGLES :  W15 Antalya 8 (Turkey),clay,header
02.04.2024,Zolotareva A.,1,7^7,4,4,,,['-'],['-'],['-'],['-'],['-'],2.16
02.04.2024,Kudashova D.,2,6^5,6,6,,,['-'],['-'],['-'],['-'],['-'],1.64
ITF WOMEN - SINGLES :  W15 Antalya 7 (Turkey),clay,header
28.03.2024,Zolotareva A.,0,6^4,4,,,,['-'],['-'],['-'],['-'],['-'],1.78
28.03.2024,Bartone K.,2,7^7,6,,,,['-'],['-'],['-'],['-'],['-'],1.94
26.03.2024,Zolotareva A.,2,4,6,6,,,['-'],['-'],['-'],['-'],['-'],1.01
26.03.2024,Kuznetsova E.,1,6,1,2,,,['-'],['-'],['-'],['-'],['-'],9.70
ITF WOMEN - SINGLES :  W15 Antalya 6 (Turkey),clay,header
23.03.2024,Zolotareva A.,0,6^5,6^4,,,,['-'],['-'],['-'],['-'],['-'],0
23.03.2024,Vujovic L.,2,7^7,7^7,,,,['-'],['-'],['-'],['-'],['-'],0
22.03.2024,Zolotareva A.,2,1,6,6,,,['-'],['-'],['-'],['-'],['-'],1.34
22.03.2024,Hindova D.,1,6,2,2,,,['-'],['-'],['-'],['-'],['-'],3.08
21.03.2024,Zolotareva A.,2,6,5,6,,,['-'],['-'],['-'],['-'],['-'],1.07
21.03.2024,Marusinova M.,1,1,7,1,,,['-'],['-'],['-'],['-'],['-'],7.39
20.03.2024,Zolotareva A.,2,7,7^7,,,,['-'],['-'],['-'],['-'],['-'],2.22
20.03.2024,Buyukakcay C.,0,5,6^3,,,,['-'],['-'],['-'],['-'],['-'],1.61
ITF WOMEN - SINGLES :  W35 Nagpur (India),clay,header
07.03.2024,Zolotareva A.,1,4,6,4,,,['-'],['-'],['-'],['-'],['-'],1.61
07.03.2024,Tona M.,2,6,4,6,,,['-'],['-'],['-'],['-'],['-'],2.22
06.03.2024,Zolotareva A.,2,6,1,6,,,['-'],['-'],['-'],['-'],['-'],2.07
06.03.2024,Bhamidipaty S. R.,1,3,6,4,,,['-'],['-'],['-'],['-'],['-'],1.70
ITF WOMEN - SINGLES :  W15 Antalya 2 (Turkey),clay,header
03.02.2024,Zolotareva A.,0,3,6^3,,,,['-'],['-'],['-'],['-'],['-'],3.86
03.02.2024,Toth A. K.,2,6,7^7,,,,['-'],['-'],['-'],['-'],['-'],1.23
02.02.2024,Zolotareva A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.49
02.02.2024,Hindova D.,0,2,2,,,,['-'],['-'],['-'],['-'],['-'],2.50
01.02.2024,Zolotareva A.,2,6,4,6,,,['-'],['-'],['-'],['-'],['-'],1.09
01.02.2024,Sevcikova L.,1,3,6,2,,,['-'],['-'],['-'],['-'],['-'],6.41
30.01.2024,Zolotareva A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],7.50
30.01.2024,Havlickova L.,0,2,1,,,,['-'],['-'],['-'],['-'],['-'],1.07
ITF WOMEN - SINGLES :  W25 Heraklion 2 (Greece),clay,header
15.11.2023,Zolotareva A.,0,2,2,,,,['-'],['-'],['-'],['-'],['-'],0
15.11.2023,Mintegi Del Olmo A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],0
ITF WOMEN - SINGLES :  W40 Heraklion (Greece),clay,header
01.11.2023,Zolotareva A.,0,4,0,,,,['-'],['-'],['-'],['-'],['-'],2.30
01.11.2023,Jakupovic D.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.56
ITF WOMEN - SINGLES :  W25 Heraklion (Greece),clay,header
24.10.2023,Zolotareva A.,0,1,4,,,,['-'],['-'],['-'],['-'],['-'],4.18
24.10.2023,Chwalinska M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.20
ITF WOMEN - SINGLES :  W40 Pazardzhik (Bulgaria),clay,header
19.09.2023,Zolotareva A.,0,1,2,,,,['-'],['-'],['-'],['-'],['-'],1.98
19.09.2023,Vismane D.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.74
ITF WOMEN - SINGLES :  W40 Skopje (North Macedonia),clay,header
13.09.2023,Zolotareva A.,1,2,7,5,,,['-'],['-'],['-'],['-'],['-'],1.86
13.09.2023,Herdzelas D.,2,6,5,7,,,['-'],['-'],['-'],['-'],['-'],1.85
ITF WOMEN - SINGLES :  W100 Maspalomas Gran Canaria (Spain),clay,header
ITF WOMEN - SINGLES :  W60 Hechingen (Germany),clay,header
ITF WOMEN - SINGLES :  W25 Darmstadt (Germany),clay,header
20.07.2023,Zolotareva A.,0,4,1,,,,['-'],['-'],['-'],['-'],['-'],2.27
20.07.2023,Kuhl C.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.58
19.07.2023,Zolotareva A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.36
19.07.2023,Popovic I.,0,3,2,,,,['-'],['-'],['-'],['-'],['-'],2.95
ITF WOMEN - SINGLES :  W60 Rome 2 (Italy),clay,header
ITF WOMEN - SINGLES :  W60 Montpellier (France),clay,header
ITF WOMEN - SINGLES :  W25 Kachreti 2 (Georgia),hard,header
18.05.2023,Zolotareva A.,1,6^4,6,3,,,['-'],['-'],['-'],['-'],['-'],0
18.05.2023,Shapatava S.,2,7^7,4,6,,,['-'],['-'],['-'],['-'],['-'],0
17.05.2023,Zolotareva A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.01
