Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,79/45,36/26,28/6,14/10,1/1,0/2
2024,12/13,4/5,5/4,2/3,1/1,-
2023,37/19,23/9,2/1,12/7,-,0/2
2022,28/9,7/8,21/1,-,-,-
2021,2/4,2/4,-,-,-,-
