Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,269/178,47/44,199/114,10/7,13/13,-
2023,6/6,-,6/6,-,-,-
2021,15/10,5/3,10/7,-,-,-
2020,36/14,2/1,31/11,3/2,-,-
2019,39/25,3/4,31/16,1/1,4/4,-
2018,21/24,4/7,8/12,3/1,6/4,-
2017,28/24,3/7,23/14,0/1,2/2,-
2016,35/28,15/11,16/12,3/2,1/3,-
2015,24/16,-,24/16,-,-,-
2014,35/12,3/1,32/11,-,-,-
2013,21/12,12/8,9/4,-,-,-
2012,3/2,-,3/2,-,-,-
2011,3/4,0/2,3/2,-,-,-
2010,3/1,-,3/1,-,-,-
