Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,37/25,32/21,3/2,2/2,-,-
2024,20/9,20/9,-,-,-,-
2023,10/8,7/6,3/2,-,-,-
2022,1/1,1/1,-,-,-,-
2020,2/2,2/2,-,-,-,-
2019,4/5,2/3,-,2/2,-,-
