Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,83/51,22/13,57/36,0/2,-,4/0
2024,20/15,20/12,0/3,-,-,-
2023,31/19,2/1,25/17,0/1,-,4/0
2022,16/9,-,16/9,-,-,-
2021,10/5,-,10/5,-,-,-
2019,6/2,-,6/2,-,-,-
2015,0/1,-,-,0/1,-,-
