Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,261/188,68/56,156/93,37/39,-,-
2024,28/23,14/13,14/10,-,-,-
2023,44/34,15/13,25/16,4/5,-,-
2022,50/29,7/6,41/20,2/3,-,-
2021,50/32,17/10,17/9,16/13,-,-
2020,20/12,1/1,19/11,-,-,-
2019,0/9,0/3,0/4,0/2,-,-
2018,42/30,8/4,30/19,4/7,-,-
2017,18/8,-,10/4,8/4,-,-
2016,0/1,0/1,-,-,-,-
2015,4/4,2/1,-,2/3,-,-
2014,5/6,4/4,-,1/2,-,-
