Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,186/107,161/89,6/6,0/2,-,19/10
2024,31/19,31/19,-,-,-,-
2023,55/30,53/26,2/3,0/1,-,-
2022,49/24,40/20,4/3,-,-,5/1
2021,30/20,16/10,-,0/1,-,14/9
2020,4/3,4/3,-,-,-,-
2019,13/5,13/5,-,-,-,-
2018,3/4,3/4,-,-,-,-
2017,1/2,1/2,-,-,-,-
