Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Paris (France),hard,header
ATP - SINGLES :  Paris (France),hard,header
ATP - SINGLES :  Paris (France),hard,header
ATP - SINGLES :  Paris (France),hard,header
ATP - SINGLES :  Paris (France),hard,header
31.10. 01:35,Shelton B.,0,3,6^4,,,,5,1,76%,80% (33/41),62% (8/13),0% (0/1),10% (4/40),30% (6/20),0% (0/1),15,29,82% (9/11),76% (41/54),17% (10/60),45% (51/114),3,0,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],1.28
31.10. 01:35,Cazaux A.,2,6,7^7,,,,9,0,67%,90% (36/40),70% (14/20),100% (1/1),20% (8/41),38% (5/13),100% (1/1),21,17,67% (4/6),83% (50/60),24% (13/54),55% (63/114),7,0,100% (11/11),10% (1/10),57% (12/21),"['2', '0']",[],[],[],[],3.72
29.10. 21:50,Shelton B.,2,6,6^8,6,,,4,2,75%,78% (56/72),67% (16/24),100% (2/2),27% (19/71),51% (18/35),33% (2/6),34,54,78% (28/36),75% (72/96),35% (37/106),54% (109/202),7,0,100% (16/16),14% (2/14),60% (18/30),"['4', '2']",[],"['5', '3']",[],[],1.29
29.10. 21:50,Moutet C.,1,3,7^10,3,,,0,4,67%,73% (52/71),49% (17/35),67% (4/6),22% (16/72),33% (8/24),0% (0/2),25,38,88% (14/16),65% (69/106),25% (24/96),46% (93/202),3,2,86% (12/14),0% (0/16),40% (12/30),[],[],[],[],[],3.74
ATP - SINGLES :  Basel (Switzerland),hard,header
27.10. 20:10,Shelton B.,0,4,6^4,,,,10,2,69%,75% (38/51),57% (13/23),67% (2/3),15% (6/39),28% (7/25),0% (0/0),24,15,69% (9/13),69% (51/74),20% (13/64),46% (64/138),3,0,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.50
27.10. 20:10,Mpetshi Perricard G.,2,6,7^7,,,,22,2,61%,85% (33/39),72% (18/25),0% (0/0),25% (13/51),43% (10/23),33% (1/3),35,15,73% (8/11),80% (51/64),31% (23/74),54% (74/138),7,0,100% (11/11),9% (1/11),55% (12/22),"['2', '1']",[],[],[],[],2.64
26.10. 18:40,Shelton B.,2,6,7^11,,,,8,2,84%,88% (45/51),70% (7/10),0% (0/0),11% (4/36),41% (9/22),50% (1/2),15,6,89% (8/9),85% (52/61),22% (13/58),55% (65/119),7,0,100% (11/11),10% (1/10),57% (12/21),"['5', '3']",[],[],[],[],1.82
26.10. 18:40,Fils A.,0,3,6^9,,,,9,1,62%,89% (32/36),59% (13/22),50% (1/2),12% (6/51),30% (3/10),0% (0/0),14,7,56% (5/9),78% (45/58),15% (9/61),45% (54/119),3,1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],2.01
25.10. 19:35,Shelton B.,2,7,6^3,6,,,13,2,71%,73% (57/78),69% (22/32),100% (6/6),13% (8/62),33% (8/24),100% (2/2),26,25,70% (7/10),72% (79/110),19% (16/86),48% (95/196),8,0,100% (17/17),12% (2/17),56% (19/34),"['7', '5']",[],"['5', '4']",[],[],2.10
25.10. 19:35,Rublev A.,1,5,7^7,4,,,12,2,72%,87% (54/62),67% (16/24),0% (0/2),27% (21/78),31% (10/32),0% (0/6),41,29,63% (10/16),81% (70/86),28% (31/110),52% (101/196),2,0,88% (15/17),0% (0/17),44% (15/34),[],[],[],[],[],1.74
24.10. 19:50,Shelton B.,2,7^7,7,,,,9,1,74%,83% (45/54),68% (13/19),100% (5/5),15% (5/34),42% (13/31),100% (1/1),35,18,71% (10/14),79% (58/73),28% (18/65),55% (76/138),9,0,100% (12/12),8% (1/12),54% (13/24),[],"['6', '5']",[],[],[],1.31
24.10. 19:50,Wawrinka S.,0,6^2,5,,,,4,2,52%,85% (29/34),58% (18/31),0% (0/1),17% (9/54),32% (6/19),0% (0/5),26,18,78% (7/9),72% (47/65),21% (15/73),45% (62/138),1,0,92% (11/12),0% (0/12),46% (11/24),[],[],[],[],[],3.48
22.10. 19:10,Shelton B.,2,6,6,,,,8,0,73%,84% (32/38),64% (9/14),100% (1/1),12% (3/26),60% (15/25),100% (2/2),21,10,64% (7/11),79% (41/52),35% (18/51),57% (59/103),6,0,100% (10/10),22% (2/9),63% (12/19),"['4', '2']","['3', '2']",[],[],[],1.36
22.10. 19:10,Etcheverry T. M.,0,3,4,,,,7,2,51%,88% (23/26),40% (10/25),0% (0/2),16% (6/38),36% (5/14),0% (0/1),12,13,57% (4/7),65% (33/51),21% (11/52),43% (44/103),4,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],3.20
ATP - SINGLES :  Shanghai (China),hard,header
09.10. 10:10,Shelton B.,0,4,6^1,,,,7,1,74%,86% (37/43),40% (6/15),0% (0/1),13% (6/46),35% (7/20),0% (0/7),22,10,75% (15/20),74% (43/58),20% (13/66),45% (56/124),1,0,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],5.05
09.10. 10:10,Sinner J.,2,6,7^7,,,,7,0,70%,87% (40/46),65% (13/20),100% (7/7),14% (6/43),60% (9/15),100% (1/1),17,5,70% (19/27),80% (53/66),26% (15/58),55% (68/124),9,0,100% (11/11),9% (1/11),55% (12/22),"['5', '4']",[],[],[],[],1.18
