Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,38/52,26/35,3/6,9/11,-,-
2024,13/14,13/14,-,-,-,-
2023,5/17,1/10,2/2,2/5,-,-
2022,14/10,8/4,1/2,5/4,-,-
2021,6/10,4/6,0/2,2/2,-,-
2020,0/1,0/1,-,-,-,-
