Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,36/31,16/16,20/13,0/2,-,-
2024,13/10,11/8,2/2,-,-,-
2023,12/9,4/4,8/5,-,-,-
2022,4/8,1/3,3/3,0/2,-,-
2021,7/4,0/1,7/3,-,-,-
