Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,123/77,108/68,13/8,2/1,-,-
2024,19/17,15/15,4/2,-,-,-
2023,31/15,22/9,9/6,-,-,-
2022,37/14,37/14,-,-,-,-
2021,11/9,11/9,-,-,-,-
2020,10/7,10/7,-,-,-,-
2019,11/8,9/7,-,2/1,-,-
2018,3/4,3/4,-,-,-,-
2017,1/3,1/3,-,-,-,-
