Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,256/178,67/53,147/90,38/27,4/8,-
2024,31/23,1/4,30/17,-,0/2,-
2023,57/36,4/1,49/29,2/4,2/2,-
2022,26/29,9/10,8/12,7/4,2/3,-
2021,51/29,26/16,14/6,11/7,-,-
2020,20/15,5/5,8/5,7/5,-,-
2019,29/22,1/4,18/12,10/5,0/1,-
2018,25/10,10/4,14/4,1/2,-,-
2017,9/6,6/4,3/2,-,-,-
2016,7/5,4/2,3/3,-,-,-
2015,0/1,0/1,-,-,-,-
2014,1/1,1/1,-,-,-,-
2012,0/1,0/1,-,-,-,-
