Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,91/54,54/26,34/24,3/4,-,-
2024,34/17,27/9,6/6,1/2,-,-
2023,33/22,14/10,17/10,2/2,-,-
2022,23/14,13/7,10/7,-,-,-
2021,1/1,-,1/1,-,-,-
