Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,46/42,4/14,42/28,-,-,-
2024,7/5,-,7/5,-,-,-
2023,31/25,1/7,30/18,-,-,-
2022,8/11,3/6,5/5,-,-,-
2020,0/1,0/1,-,-,-,-
