Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,101/112,37/40,57/63,5/6,2/3,-
2024,16/17,8/9,8/8,-,-,-
2023,20/22,0/2,19/18,-,1/2,-
2022,17/23,10/14,4/6,2/2,1/1,-
2021,20/18,18/11,2/7,-,-,-
2020,5/6,-,4/5,1/1,-,-
2019,19/16,1/4,18/12,-,-,-
2018,1/3,-,1/3,-,-,-
2017,3/5,-,1/3,2/2,-,-
2016,0/2,-,0/1,0/1,-,-
