Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,215/153,69/39,97/83,34/19,14/11,1/1
2024,25/20,6/5,14/11,2/1,3/3,-
2023,30/21,7/4,11/14,7/1,5/2,-
2022,35/24,18/7,14/14,3/2,0/1,-
2021,21/23,3/5,11/11,5/5,2/2,-
2020,11/6,-,7/5,4/1,-,-
2019,27/25,9/7,13/14,3/2,1/2,1/0
2018,32/15,12/5,15/5,5/4,-,0/1
2017,26/15,12/5,8/7,3/2,3/1,-
2016,6/3,-,4/2,2/1,-,-
2015,2/1,2/1,-,-,-,-
