Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,64/56,17/17,46/37,1/2,-,-
2024,13/8,4/2,9/6,-,-,-
2023,3/3,-,3/3,-,-,-
2022,9/7,0/1,8/5,1/1,-,-
2021,7/9,1/2,6/7,-,-,-
2020,26/21,9/10,17/10,0/1,-,-
2019,5/6,3/2,2/4,-,-,-
2018,1/2,-,1/2,-,-,-
