Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,99/80,17/18,79/58,3/4,-,-
2024,1/1,-,1/1,-,-,-
2023,15/13,2/2,12/10,1/1,-,-
2022,18/14,7/7,11/6,0/1,-,-
2021,15/12,1/4,12/7,2/1,-,-
2020,2/1,-,2/1,-,-,-
2019,19/15,-,19/14,0/1,-,-
2018,21/15,6/4,15/11,-,-,-
2017,7/8,1/1,6/7,-,-,-
2016,1/1,-,1/1,-,-,-
