Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,79/105,25/44,53/58,-,-,1/3
2024,15/14,-,14/13,-,-,1/1
2023,22/26,1/1,21/23,-,-,0/2
2022,18/26,7/12,11/14,-,-,-
2021,15/22,9/18,6/4,-,-,-
2020,2/6,2/3,0/3,-,-,-
2019,5/9,4/8,1/1,-,-,-
2018,2/2,2/2,-,-,-,-
