Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,120/66,77/46,27/11,16/8,0/1,-
2024,35/15,26/13,9/1,-,0/1,-
2023,41/26,22/12,15/8,4/6,-,-
2022,40/21,28/19,-,12/2,-,-
2021,4/3,1/1,3/2,-,-,-
2020,0/1,0/1,-,-,-,-
