Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,160/139,50/38,107/100,3/1,-,-
2024,5/4,3/2,2/2,-,-,-
2023,37/27,19/9,18/18,-,-,-
2022,18/23,4/2,14/21,-,-,-
2021,28/26,7/10,21/16,-,-,-
2020,2/3,0/1,2/2,-,-,-
2019,16/18,5/5,11/13,-,-,-
2017,4/7,1/1,3/6,-,-,-
2016,18/15,0/1,18/14,-,-,-
2015,26/10,8/4,15/5,3/1,-,-
2014,5/3,3/2,2/1,-,-,-
2013,1/3,0/1,1/2,-,-,-
