Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,62/84,17/16,44/65,0/2,1/1,-
2024,7/13,4/3,3/9,0/1,-,-
2023,10/24,2/3,8/20,0/1,-,-
2022,9/11,1/4,8/7,-,-,-
2021,8/7,-,8/7,-,-,-
2020,2/1,-,2/1,-,-,-
2019,9/7,5/2,4/5,-,-,-
2018,1/2,-,0/1,-,1/1,-
2017,1/3,-,1/3,-,-,-
2016,5/8,2/1,3/7,-,-,-
2015,9/7,3/3,6/4,-,-,-
2014,1/1,-,1/1,-,-,-
