Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF WOMEN - SINGLES :  W50 Nanao (Japan),hard,header
27.09. 06:30,Kaji H.,0,5,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '2', '3', '4', '5']","['4', '5']",[],[],[],1.18
27.09. 06:30,Okuwaki R.,2,7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '3', '1', '4', '2', '7', '5']","['5', '3', '6', '4']",[],[],[],4.43
26.09. 08:45,Kaji H.,2,4,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0']","['5', '4']","['3', '2', '5', '2']",[],[],1.15
26.09. 08:45,Aney J.,1,6,4,2,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '2', '6', '4']",[],[],[],[],4.89
24.09. 06:00,Kaji H.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '1', '4', '1', '5', '4']","['2', '1', '4', '1', '6', '1']",[],[],[],1.04
24.09. 06:00,Saegusa N.,0,4,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '4', '4', '4']",[],[],[],[],8.50
WTA - SINGLES :  Seoul (South Korea) - Qualification,hard,header
14.09. 10:00,Kaji H.,1,6,3,2,,,0,5,67%,56% (28/50),36% (9/25),40% (4/10),44% (19/43),51% (18/35),50% (5/10),5,49% (37/75),47% (37/78),48% (74/153),6,50% (6/12),45% (5/11),48% (11/23),"['2', '0', '4', '0', '6', '0']","['1', '3', '3', '3']",[],[],[],1.61
14.09. 10:00,Ku Y.,2,0,6,6,,,0,7,55%,56% (24/43),49% (17/35),50% (5/10),44% (22/50),64% (16/25),60% (6/10),5,53% (41/78),51% (38/75),52% (79/153),4,55% (6/11),50% (6/12),52% (12/23),[],"['1', '0', '3', '0', '4', '3', '6', '3']","['3', '1', '6', '2']",[],[],2.24
ITF WOMEN - SINGLES :  W100 Incheon (South Korea),hard,header
05.09. 07:40,Kaji H.,0,1,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['2', '0']",[],[],[],2.50
05.09. 07:40,Gao X.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '1', '5', '1']","['1', '2', '3', '2']",[],[],[],1.49
03.09. 07:40,Kaji H.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '2', '6', '3']","['1', '1', '3', '1', '4', '2', '6', '4']",[],[],[],1.54
03.09. 07:40,Zhao C.,0,3,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['1', '0', '2', '3', '3', '4']",[],[],[],2.36
ITF WOMEN - SINGLES :  W35 Vigo (Spain),hard,header
21.08. 22:15,Kaji H.,0,3,2,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '5']",[],[],[],[],1.74
21.08. 22:15,Andrianjafitrimo T.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '5', '1']","['1', '0', '4', '1']",[],[],[],1.99
ITF WOMEN - SINGLES :  W50 Ourense (Spain),hard,header
18.08. 15:20,Kaji H.,0,6^7,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '3', '4']","['1', '1']",[],[],[],1.65
18.08. 15:20,Charaeva A.,2,7^9,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '3', '1']","['1', '0', '2', '1', '4', '1', '6', '1']",[],[],[],2.15
17.08. 14:20,Kaji H.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '3', '0', '5', '0', '6', '1']","['2', '0', '4', '0']",[],[],[],1.49
17.08. 14:20,Helgo M.,0,1,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '5']",[],[],[],[],2.50
16.08. 14:20,Kaji H.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '1', '4', '1', '6', '1']","['2', '0', '5', '1']",[],[],[],1.69
16.08. 14:20,Kubka M.,0,1,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],2.08
15.08. 15:15,Kaji H.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '2', '1', '6', '3']","['2', '0', '4', '0', '6', '0']",[],[],[],1.49
15.08. 15:15,Matsuda M.,0,3,0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1']",[],[],[],[],2.50
14.08. 14:45,Kaji H.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '4', '1', '6', '1']","['2', '0', '4', '0', '6', '0']",[],[],[],1.01
14.08. 14:45,Sawant M.,0,1,0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],18.00
ITF WOMEN - SINGLES :  W35 Roehampton 2 (United Kingdom),hard,header
11.08. 15:30,Kaji H.,0,3,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['2', '0']",[],[],[],7.12
11.08. 15:30,Kartal S.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['5', '3']","['1', '2', '3', '2', '6', '3']",[],[],[],1.07
10.08. 17:05,Kaji H.,2,7^7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '1']","['4', '2', '6', '2']",[],[],[],1.64
10.08. 17:05,Imamura S.,0,6^5,2,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '4']",[],[],[],[],2.16
09.08. 15:00,Kaji H.,2,4,7^7,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['2', '0', '4', '2']","['1', '0', '3', '0', '5', '0']",[],[],2.15
09.08. 15:00,McDonald E.,1,6,6^5,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['5', '4']","['1', '2', '4', '5']",[],[],[],1.65
08.08. 20:30,Kaji H.,2,2,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '4']","['1', '0', '2', '1', '5', '2']","['1', '0', '3', '0', '6', '1']",[],[],1.69
08.08. 20:30,Saigo R.,1,6,2,1,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '4', '0', '6', '2']","['1', '1']",[],[],[],2.09
06.08. 20:30,Kaji H.,2,7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '3', '1', '7', '5']","['2', '0', '4', '0']",[],[],[],1.09
06.08. 20:30,Black B.,0,5,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '3', '4']",[],[],[],[],6.41
ITF WOMEN - SINGLES :  W35 Roehampton (United Kingdom),hard,header
30.07. 18:25,Kaji H.,0,3,2,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['1', '1']",[],[],[],1.49
30.07. 18:25,Ku Y.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '2']","['1', '0', '3', '2', '5', '2']",[],[],[],2.50
ITF WOMEN - SINGLES :  W35 Segovia (Spain),hard,header
25.07. 15:45,Kaji H.,0,5,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '4']","['2', '1', '3', '4']",[],[],[],1.26
25.07. 15:45,Mansouri Y.,2,7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '2', '7', '5']","['2', '2', '4', '2', '5', '3']",[],[],[],3.72
24.07. 17:35,Kaji H.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '1', '3', '2', '5', '4']","['2', '1', '5', '2']",[],[],[],1.61
