Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,126/99,4/6,122/92,0/1,-,-
2024,13/13,-,13/13,-,-,-
2023,30/20,4/6,26/14,-,-,-
2022,14/9,-,14/9,-,-,-
2019,5/7,-,5/7,-,-,-
2018,13/8,-,13/7,0/1,-,-
2017,7/8,-,7/8,-,-,-
2016,26/15,-,26/15,-,-,-
2015,3/4,-,3/4,-,-,-
2014,11/10,-,11/10,-,-,-
2013,4/5,-,4/5,-,-,-
