Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,54/47,0/2,53/41,0/2,1/2,-
2024,9/7,-,9/7,-,-,-
2023,22/25,0/2,21/19,0/2,1/2,-
2022,17/9,-,17/9,-,-,-
2021,5/3,-,5/3,-,-,-
2020,1/3,-,1/3,-,-,-
