Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
28.12.2024,Gasquet R.,2,,,,,,3,2,54%,95% (18/19),44% (7/16),0% (0/1),32% (7/22),91% (20/22),63% (5/8),70% (21/30),57% (24/42),63% (45/72),8,0,83% (5/6),71% (5/7),77% (10/13),"['1', '0', '3', '0', '5', '0']","['3', '1', '6', '2']",[],[],[],1.03
28.12.2024,Pham D.,0,,,,,,2,3,50%,68% (15/22),9% (2/22),38% (3/8),5% (1/19),56% (9/16),100% (1/1),43% (18/42),30% (9/30),38% (27/72),2,0,29% (2/7),17% (1/6),23% (3/13),"['1', '5']",[],[],[],[],13.00
18.12.2024,Hoole C.,2,,,,,,"['3', '1']","['2', '3', '6', '5']",[],[],[],1.45
18.12.2024,Pham D.,0,,,,,,[],"['3', '1']",[],[],[],2.58
18.12.2024,Pham D.,2,,,,,,"['2', '2', '5', '3']","['1', '2', '3', '2', '5', '2']",[],[],[],1.23
18.12.2024,Delaney Je.,0,,,,,,"['2', '1']","['2', '0']",[],[],[],3.81
11.12.2024,Sach T.,2,,,,,,"['2', '1', '4', '3']","['3', '2', '4', '3', '6', '5']",[],[],[],3.20
11.12.2024,Pham D.,0,,,,,,"['2', '2']","['3', '3', '4', '4']",[],[],[],1.31
10.12.2024,Pham D.,2,,,,,,"['2', '2', '3', '5', '5', '5']","['2', '0', '4', '0', '6', '0']","['3', '1', '5', '3']",[],[],2.62
10.12.2024,Delaney Ja.,1,,,,,,"['2', '1', '3', '2', '5', '2', '6', '5']",[],"['2', '3']",[],[],1.44
16.11.2024,Thanos A.,2,,,,,,"['2', '1']","['1', '2', '3', '4', '6', '5']",[],[],[],1.23
16.11.2024,Pham D.,0,,,,,,[],"['2', '0', '3', '1']",[],[],[],3.81
