Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,60/37,26/11,32/24,-,-,2/2
2024,11/8,7/4,4/4,-,-,-
2023,35/21,9/4,26/17,-,-,-
2022,14/8,10/3,2/3,-,-,2/2
