Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,122/76,68/44,21/8,32/22,1/2,-
2024,28/20,12/11,2/1,13/6,1/2,-
2023,57/29,27/16,13/3,17/10,-,-
2022,29/18,22/12,6/3,1/3,-,-
2021,6/5,5/2,0/1,1/2,-,-
2020,0/3,0/3,-,-,-,-
2019,2/1,2/0,-,0/1,-,-
