Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,138/136,34/25,104/111,-,-,-
2024,19/13,-,19/13,-,-,-
2023,15/16,-,15/16,-,-,-
2022,5/17,-,5/17,-,-,-
2021,12/14,-,12/14,-,-,-
2020,10/7,6/4,4/3,-,-,-
2019,12/13,2/3,10/10,-,-,-
2018,21/21,8/7,13/14,-,-,-
2017,24/15,10/5,14/10,-,-,-
2016,12/12,4/4,8/8,-,-,-
2015,8/8,4/2,4/6,-,-,-
