Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,278/181,123/81,55/42,97/53,3/5,-
2024,17/18,11/9,6/8,-,0/1,-
2023,45/32,20/12,13/14,9/2,3/4,-
2022,37/20,20/9,5/3,12/8,-,-
2021,29/25,7/11,5/5,17/9,-,-
2020,12/10,0/1,-,12/9,-,-
2019,35/29,19/16,7/5,9/8,-,-
2018,38/21,26/12,5/4,7/5,-,-
2017,46/15,15/6,14/3,17/6,-,-
2016,10/8,3/4,-,7/4,-,-
2015,9/3,2/1,-,7/2,-,-
